INSERT INTO Games VALUES(0, date '2003-12-22', date '2008-8-19', 'Kansas City Royals', 'Houston Astros', 'Kansas City Royals');
INSERT INTO Games VALUES(803, date '2008-11-11', date '2008-10-18', 'Boston Red Sox', 'Houston Astros', 'Boston Red Sox');
INSERT INTO Games VALUES(804, date '2005-4-24', date '2007-5-27', 'Atlanta Braves', 'Texas Rangers', 'Atlanta Braves');
INSERT INTO Games VALUES(805, date '2008-9-16', date '2004-12-8', 'Washington Nationals', 'Arizona Diamondbacks', 'Washington Nationals');
INSERT INTO Games VALUES(806, date '2008-2-9', date '2005-9-9', 'Toronto Blue Jays', 'Los Angeles Angels', 'Toronto Blue Jays');
INSERT INTO Games VALUES(807, date '2000-2-14', date '2006-9-23', 'Oakland Athletics', 'San Diego Padres', 'Oakland Athletics');
INSERT INTO Games VALUES(808, date '2006-3-24', date '2005-6-22', 'Texas Rangers', 'Cincinnati Reds', 'Texas Rangers');
INSERT INTO Games VALUES(809, date '2003-11-3', date '2007-10-23', 'Baltimore Orioles', 'Pittsburgh Pirates', 'Baltimore Orioles');
INSERT INTO Games VALUES(810, date '2005-10-21', date '2008-10-24', 'Oakland Athletics', 'Seattle Mariners', 'Oakland Athletics');
INSERT INTO Games VALUES(811, date '2002-3-11', date '2000-7-24', 'New York Mets', 'Kansas City Royals', 'New York Mets');
INSERT INTO Games VALUES(812, date '2009-1-5', date '2008-12-10', 'Milwaukee Brewers', 'Washington Nationals', 'Milwaukee Brewers');
INSERT INTO Games VALUES(813, date '2003-12-14', date '2004-8-3', 'Colorado Rockies', 'Chicago Cubs', 'Colorado Rockies');
INSERT INTO Games VALUES(814, date '2003-3-5', date '2003-12-19', 'Detroit Tigers', 'Houston Astros', 'Detroit Tigers');
INSERT INTO Games VALUES(815, date '2004-8-20', date '2005-11-6', 'Seattle Mariners', 'Arizona Diamondbacks', 'Seattle Mariners');
INSERT INTO Games VALUES(816, date '2003-6-5', date '2005-4-23', 'Pittsburgh Pirates', 'Boston Red Sox', 'Pittsburgh Pirates');
INSERT INTO Games VALUES(817, date '2002-8-28', date '2000-8-18', 'New York Mets', 'Toronto Blue Jays', 'New York Mets');
INSERT INTO Games VALUES(818, date '2008-4-21', date '2000-4-24', 'Milwaukee Brewers', 'Los Angeles Angels', 'Milwaukee Brewers');
INSERT INTO Games VALUES(819, date '2008-8-11', date '2002-10-6', 'San Francisco Giants', 'Arizona Diamondbacks', 'San Francisco Giants');
INSERT INTO Games VALUES(820, date '2006-1-15', date '2005-12-6', 'Colorado Rockies', 'Minnesota Twins', 'Colorado Rockies');
INSERT INTO Games VALUES(821, date '2005-7-9', date '2005-3-22', 'Los Angeles Dodgers', 'New York Mets', 'Los Angeles Dodgers');
INSERT INTO Games VALUES(822, date '2001-10-14', date '2003-2-28', 'Pittsburgh Pirates', 'Toronto Blue Jays', 'Pittsburgh Pirates');
INSERT INTO Games VALUES(823, date '2000-9-12', date '2004-8-27', 'Baltimore Orioles', 'Seattle Mariners', 'Baltimore Orioles');
INSERT INTO Games VALUES(824, date '2007-6-15', date '2007-12-4', 'Atlanta Braves', 'Milwaukee Brewers', 'Atlanta Braves');
INSERT INTO Games VALUES(825, date '2003-10-25', date '2002-12-28', 'Washington Nationals', 'Atlanta Braves', 'Washington Nationals');
INSERT INTO Games VALUES(826, date '2006-4-11', date '2008-1-7', 'San Francisco Giants', 'Minnesota Twins', 'San Francisco Giants');
INSERT INTO Games VALUES(827, date '2002-7-5', date '2000-4-16', 'San Francisco Giants', 'Pittsburgh Pirates', 'San Francisco Giants');
INSERT INTO Games VALUES(828, date '2000-2-21', date '2009-7-4', 'Philadelphia Phillies', 'New York Mets', 'Philadelphia Phillies');
INSERT INTO Games VALUES(829, date '2004-1-21', date '2006-4-25', 'Minnesota Twins', 'Seattle Mariners', 'Minnesota Twins');
INSERT INTO Games VALUES(830, date '2006-10-24', date '2005-9-28', 'Arizona Diamondbacks', 'Minnesota Twins', 'Arizona Diamondbacks');
INSERT INTO Games VALUES(831, date '2005-10-20', date '2004-10-1', 'Los Angeles Angels', 'St. Louis Cardinals', 'Los Angeles Angels');
INSERT INTO Games VALUES(832, date '2000-12-22', date '2002-10-17', 'Cleveland Indians', 'Arizona Diamondbacks', 'Cleveland Indians');
INSERT INTO Games VALUES(833, date '2007-10-16', date '2007-2-19', 'Kansas City Royals', 'Colorado Rockies', 'Kansas City Royals');
INSERT INTO Games VALUES(834, date '2004-5-17', date '2004-3-1', 'Cleveland Indians', 'Chicago White Sox', 'Cleveland Indians');
INSERT INTO Games VALUES(835, date '2003-11-28', date '2009-3-9', 'Chicago White Sox', 'Baltimore Orioles', 'Chicago White Sox');
INSERT INTO Games VALUES(836, date '2008-4-5', date '2001-4-7', 'Baltimore Orioles', 'San Francisco Giants', 'Baltimore Orioles');
INSERT INTO Games VALUES(837, date '2004-8-2', date '2000-7-3', 'Los Angeles Dodgers', 'Boston Red Sox', 'Los Angeles Dodgers');
INSERT INTO Games VALUES(838, date '2008-8-11', date '2003-11-5', 'Tampa Bay Rays', 'Los Angeles Dodgers', 'Tampa Bay Rays');
INSERT INTO Games VALUES(839, date '2001-6-18', date '2002-11-18', 'Houston Astros', 'Cincinnati Reds', 'Houston Astros');
INSERT INTO Games VALUES(840, date '2008-7-27', date '2006-10-1', 'San Diego Padres', 'Washington Nationals', 'San Diego Padres');
INSERT INTO Games VALUES(841, date '2006-4-4', date '2008-6-5', 'Tampa Bay Rays', 'Atlanta Braves', 'Tampa Bay Rays');
INSERT INTO Games VALUES(842, date '2000-8-25', date '2002-8-15', 'Los Angeles Angels', 'Chicago White Sox', 'Los Angeles Angels');
INSERT INTO Games VALUES(843, date '2004-10-13', date '2007-9-6', 'Chicago White Sox', 'Washington Nationals', 'Chicago White Sox');
INSERT INTO Games VALUES(844, date '2002-8-22', date '2008-8-13', 'Miami Marlins', 'Boston Red Sox', 'Miami Marlins');
INSERT INTO Games VALUES(845, date '2003-8-21', date '2002-9-5', 'Baltimore Orioles', 'Chicago Cubs', 'Baltimore Orioles');
INSERT INTO Games VALUES(846, date '2008-12-15', date '2003-6-13', 'San Diego Padres', 'San Francisco Giants', 'San Diego Padres');
INSERT INTO Games VALUES(847, date '2008-3-13', date '2002-2-6', 'Detroit Tigers', 'Tampa Bay Rays', 'Detroit Tigers');
INSERT INTO Games VALUES(848, date '2004-8-4', date '2008-9-5', 'Miami Marlins', 'Atlanta Braves', 'Miami Marlins');
INSERT INTO Games VALUES(849, date '2002-12-9', date '2000-12-26', 'Milwaukee Brewers', 'San Francisco Giants', 'Milwaukee Brewers');
INSERT INTO Games VALUES(850, date '2002-4-6', date '2001-7-9', 'Toronto Blue Jays', 'Oakland Athletics', 'Toronto Blue Jays');
INSERT INTO Games VALUES(851, date '2002-5-22', date '2006-9-3', 'Atlanta Braves', 'New York Yankees', 'Atlanta Braves');
INSERT INTO Games VALUES(852, date '2000-2-17', date '2009-1-27', 'San Diego Padres', 'Chicago Cubs', 'San Diego Padres');
INSERT INTO Games VALUES(853, date '2001-2-20', date '2003-12-10', 'Atlanta Braves', 'Milwaukee Brewers', 'Atlanta Braves');
INSERT INTO Games VALUES(854, date '2000-1-13', date '2000-4-28', 'Minnesota Twins', 'Colorado Rockies', 'Minnesota Twins');
INSERT INTO Games VALUES(855, date '2003-1-16', date '2001-6-27', 'Oakland Athletics', 'New York Mets', 'Oakland Athletics');
INSERT INTO Games VALUES(856, date '2006-3-15', date '2007-9-17', 'Oakland Athletics', 'Arizona Diamondbacks', 'Oakland Athletics');
INSERT INTO Games VALUES(857, date '2006-5-27', date '2006-1-16', 'Washington Nationals', 'Cincinnati Reds', 'Washington Nationals');
INSERT INTO Games VALUES(858, date '2000-6-24', date '2008-4-22', 'Toronto Blue Jays', 'Cleveland Indians', 'Toronto Blue Jays');
INSERT INTO Games VALUES(859, date '2001-7-24', date '2001-11-23', 'New York Mets', 'Milwaukee Brewers', 'New York Mets');
INSERT INTO Games VALUES(860, date '2000-6-28', date '2003-12-8', 'St. Louis Cardinals', 'Toronto Blue Jays', 'St. Louis Cardinals');
INSERT INTO Games VALUES(861, date '2001-2-5', date '2005-2-7', 'St. Louis Cardinals', 'Seattle Mariners', 'St. Louis Cardinals');
INSERT INTO Games VALUES(862, date '2008-12-23', date '2002-8-8', 'Los Angeles Dodgers', 'Miami Marlins', 'Los Angeles Dodgers');
INSERT INTO Games VALUES(863, date '2006-10-25', date '2000-1-7', 'Los Angeles Angels', 'Chicago White Sox', 'Los Angeles Angels');
INSERT INTO Games VALUES(864, date '2008-3-3', date '2001-8-24', 'Minnesota Twins', 'San Francisco Giants', 'Minnesota Twins');
INSERT INTO Games VALUES(865, date '2002-7-10', date '2001-11-24', 'Pittsburgh Pirates', 'Baltimore Orioles', 'Pittsburgh Pirates');
INSERT INTO Games VALUES(866, date '2002-10-7', date '2009-3-16', 'Washington Nationals', 'Pittsburgh Pirates', 'Washington Nationals');
INSERT INTO Games VALUES(867, date '2008-6-8', date '2002-11-15', 'San Diego Padres', 'Los Angeles Dodgers', 'San Diego Padres');
INSERT INTO Games VALUES(868, date '2000-11-28', date '2000-10-21', 'Detroit Tigers', 'St. Louis Cardinals', 'Detroit Tigers');
INSERT INTO Games VALUES(869, date '2003-8-7', date '2009-9-8', 'Miami Marlins', 'Toronto Blue Jays', 'Miami Marlins');
INSERT INTO Games VALUES(870, date '2005-4-7', date '2001-10-26', 'Toronto Blue Jays', 'Kansas City Royals', 'Toronto Blue Jays');
INSERT INTO Games VALUES(871, date '2001-12-7', date '2001-3-18', 'Chicago White Sox', 'Miami Marlins', 'Chicago White Sox');
INSERT INTO Games VALUES(872, date '2009-5-4', date '2009-4-7', 'Washington Nationals', 'Miami Marlins', 'Washington Nationals');
INSERT INTO Games VALUES(873, date '2000-12-23', date '2009-12-1', 'San Francisco Giants', 'Tampa Bay Rays', 'San Francisco Giants');
INSERT INTO Games VALUES(874, date '2000-7-7', date '2007-12-12', 'Houston Astros', 'Los Angeles Dodgers', 'Houston Astros');
INSERT INTO Games VALUES(875, date '2009-3-24', date '2005-9-10', 'Atlanta Braves', 'Oakland Athletics', 'Atlanta Braves');
INSERT INTO Games VALUES(876, date '2008-1-14', date '2004-6-21', 'New York Yankees', 'Kansas City Royals', 'New York Yankees');
INSERT INTO Games VALUES(877, date '2009-11-18', date '2004-7-20', 'Baltimore Orioles', 'Washington Nationals', 'Baltimore Orioles');
INSERT INTO Games VALUES(878, date '2001-6-8', date '2008-11-9', 'Miami Marlins', 'Colorado Rockies', 'Miami Marlins');
INSERT INTO Games VALUES(879, date '2006-7-15', date '2008-6-5', 'San Diego Padres', 'Cincinnati Reds', 'San Diego Padres');
INSERT INTO Games VALUES(880, date '2005-12-10', date '2007-11-17', 'Philadelphia Phillies', 'Los Angeles Angels', 'Philadelphia Phillies');
INSERT INTO Games VALUES(881, date '2008-2-8', date '2003-3-25', 'Los Angeles Angels', 'Milwaukee Brewers', 'Los Angeles Angels');
INSERT INTO Games VALUES(882, date '2001-10-13', date '2009-3-16', 'Washington Nationals', 'Cleveland Indians', 'Washington Nationals');
INSERT INTO Games VALUES(883, date '2007-5-14', date '2008-9-1', 'Baltimore Orioles', 'Los Angeles Angels', 'Baltimore Orioles');
INSERT INTO Games VALUES(884, date '2003-10-25', date '2004-4-18', 'Toronto Blue Jays', 'Miami Marlins', 'Toronto Blue Jays');
INSERT INTO Games VALUES(885, date '2001-12-22', date '2006-7-4', 'Chicago Cubs', 'Arizona Diamondbacks', 'Chicago Cubs');
INSERT INTO Games VALUES(886, date '2000-2-2', date '2001-5-23', 'New York Mets', 'Los Angeles Angels', 'New York Mets');
INSERT INTO Games VALUES(887, date '2009-4-11', date '2003-3-8', 'Cleveland Indians', 'Cincinnati Reds', 'Cleveland Indians');
INSERT INTO Games VALUES(888, date '2000-9-9', date '2001-12-27', 'San Diego Padres', 'Tampa Bay Rays', 'San Diego Padres');
INSERT INTO Games VALUES(889, date '2001-5-23', date '2000-3-5', 'Minnesota Twins', 'Arizona Diamondbacks', 'Minnesota Twins');
INSERT INTO Games VALUES(890, date '2002-6-19', date '2008-9-24', 'Texas Rangers', 'Philadelphia Phillies', 'Texas Rangers');
INSERT INTO Games VALUES(891, date '2002-1-25', date '2001-8-20', 'Pittsburgh Pirates', 'Texas Rangers', 'Pittsburgh Pirates');
INSERT INTO Games VALUES(892, date '2004-11-4', date '2000-12-5', 'Milwaukee Brewers', 'Philadelphia Phillies', 'Milwaukee Brewers');
INSERT INTO Games VALUES(893, date '2000-10-7', date '2006-9-11', 'San Diego Padres', 'Boston Red Sox', 'San Diego Padres');
INSERT INTO Games VALUES(894, date '2008-7-1', date '2006-10-17', 'Atlanta Braves', 'Philadelphia Phillies', 'Atlanta Braves');
INSERT INTO Games VALUES(895, date '2009-3-4', date '2004-7-15', 'Houston Astros', 'Chicago Cubs', 'Houston Astros');
INSERT INTO Games VALUES(896, date '2009-8-14', date '2009-11-13', 'Chicago White Sox', 'New York Mets', 'Chicago White Sox');
INSERT INTO Games VALUES(897, date '2001-2-26', date '2004-3-24', 'Tampa Bay Rays', 'Kansas City Royals', 'Tampa Bay Rays');
INSERT INTO Games VALUES(898, date '2006-8-23', date '2000-4-20', 'Chicago Cubs', 'Colorado Rockies', 'Chicago Cubs');
INSERT INTO Games VALUES(899, date '2006-11-5', date '2004-8-14', 'San Diego Padres', 'Atlanta Braves', 'San Diego Padres');
INSERT INTO Games VALUES(900, date '2008-7-21', date '2008-6-1', 'Colorado Rockies', 'Chicago Cubs', 'Colorado Rockies');
INSERT INTO Games VALUES(901, date '2000-6-5', date '2003-1-3', 'Cleveland Indians', 'Kansas City Royals', 'Cleveland Indians');
INSERT INTO Games VALUES(902, date '2001-2-21', date '2003-4-10', 'Seattle Mariners', 'Texas Rangers', 'Seattle Mariners');
INSERT INTO Games VALUES(903, date '2004-7-19', date '2001-8-17', 'St. Louis Cardinals', 'Colorado Rockies', 'St. Louis Cardinals');
INSERT INTO Games VALUES(904, date '2003-12-7', date '2009-4-2', 'Toronto Blue Jays', 'Philadelphia Phillies', 'Toronto Blue Jays');
INSERT INTO Games VALUES(905, date '2008-1-23', date '2002-8-15', 'Boston Red Sox', 'Baltimore Orioles', 'Boston Red Sox');
INSERT INTO Games VALUES(906, date '2005-4-12', date '2004-6-7', 'Chicago White Sox', 'New York Yankees', 'Chicago White Sox');
INSERT INTO Games VALUES(907, date '2007-6-2', date '2000-3-8', 'Cleveland Indians', 'Cincinnati Reds', 'Cleveland Indians');
INSERT INTO Games VALUES(908, date '2007-8-19', date '2008-10-8', 'Chicago Cubs', 'New York Yankees', 'Chicago Cubs');
INSERT INTO Games VALUES(909, date '2001-8-21', date '2009-11-25', 'Arizona Diamondbacks', 'Arizona Diamondbacks', 'Arizona Diamondbacks');
INSERT INTO Games VALUES(910, date '2008-7-18', date '2006-1-3', 'Oakland Athletics', 'Houston Astros', 'Oakland Athletics');
INSERT INTO Games VALUES(911, date '2008-9-19', date '2007-8-18', 'St. Louis Cardinals', 'Los Angeles Angels', 'St. Louis Cardinals');
INSERT INTO Games VALUES(912, date '2000-2-6', date '2001-11-27', 'Los Angeles Angels', 'Milwaukee Brewers', 'Los Angeles Angels');
INSERT INTO Games VALUES(913, date '2007-10-9', date '2003-11-14', 'St. Louis Cardinals', 'Cincinnati Reds', 'St. Louis Cardinals');
INSERT INTO Games VALUES(914, date '2004-6-2', date '2009-6-18', 'Tampa Bay Rays', 'Arizona Diamondbacks', 'Tampa Bay Rays');
INSERT INTO Games VALUES(915, date '2005-3-1', date '2002-4-5', 'Boston Red Sox', 'St. Louis Cardinals', 'Boston Red Sox');
INSERT INTO Games VALUES(916, date '2004-11-2', date '2008-8-27', 'Minnesota Twins', 'New York Mets', 'Minnesota Twins');
INSERT INTO Games VALUES(917, date '2006-3-13', date '2001-7-24', 'New York Yankees', 'Miami Marlins', 'New York Yankees');
INSERT INTO Games VALUES(918, date '2005-9-21', date '2002-8-4', 'Miami Marlins', 'Pittsburgh Pirates', 'Miami Marlins');
INSERT INTO Games VALUES(919, date '2008-5-28', date '2008-6-8', 'Washington Nationals', 'Oakland Athletics', 'Washington Nationals');
INSERT INTO Games VALUES(920, date '2009-2-21', date '2006-9-3', 'Minnesota Twins', 'Kansas City Royals', 'Minnesota Twins');
INSERT INTO Games VALUES(921, date '2009-4-16', date '2008-12-20', 'Oakland Athletics', 'Washington Nationals', 'Oakland Athletics');
INSERT INTO Games VALUES(922, date '2007-9-17', date '2002-4-24', 'Detroit Tigers', 'Toronto Blue Jays', 'Detroit Tigers');
INSERT INTO Games VALUES(923, date '2003-9-16', date '2008-11-6', 'Texas Rangers', 'San Francisco Giants', 'Texas Rangers');
INSERT INTO Games VALUES(924, date '2004-7-3', date '2007-5-25', 'Miami Marlins', 'Los Angeles Angels', 'Miami Marlins');
INSERT INTO Games VALUES(925, date '2001-8-3', date '2009-2-10', 'Oakland Athletics', 'Miami Marlins', 'Oakland Athletics');
INSERT INTO Games VALUES(926, date '2004-1-9', date '2005-9-28', 'Chicago Cubs', 'Los Angeles Dodgers', 'Chicago Cubs');
INSERT INTO Games VALUES(927, date '2004-10-18', date '2003-10-5', 'Texas Rangers', 'St. Louis Cardinals', 'Texas Rangers');
INSERT INTO Games VALUES(928, date '2003-7-26', date '2007-4-23', 'St. Louis Cardinals', 'Baltimore Orioles', 'St. Louis Cardinals');
INSERT INTO Games VALUES(929, date '2002-11-1', date '2004-12-6', 'Chicago Cubs', 'San Diego Padres', 'Chicago Cubs');
INSERT INTO Games VALUES(930, date '2007-9-21', date '2005-12-14', 'San Francisco Giants', 'Baltimore Orioles', 'San Francisco Giants');
INSERT INTO Games VALUES(931, date '2003-1-25', date '2001-4-7', 'Texas Rangers', 'Toronto Blue Jays', 'Texas Rangers');
INSERT INTO Games VALUES(932, date '2005-1-12', date '2009-11-15', 'Arizona Diamondbacks', 'Houston Astros', 'Arizona Diamondbacks');
INSERT INTO Games VALUES(933, date '2006-2-6', date '2009-7-23', 'Chicago Cubs', 'St. Louis Cardinals', 'Chicago Cubs');
INSERT INTO Games VALUES(934, date '2008-10-1', date '2003-4-12', 'Milwaukee Brewers', 'Seattle Mariners', 'Milwaukee Brewers');
INSERT INTO Games VALUES(935, date '2006-9-21', date '2003-12-21', 'Texas Rangers', 'Baltimore Orioles', 'Texas Rangers');
INSERT INTO Games VALUES(936, date '2000-6-28', date '2004-2-27', 'Philadelphia Phillies', 'Cleveland Indians', 'Philadelphia Phillies');
INSERT INTO Games VALUES(937, date '2007-1-10', date '2009-2-15', 'Boston Red Sox', 'San Francisco Giants', 'Boston Red Sox');
INSERT INTO Games VALUES(938, date '2000-11-14', date '2003-10-16', 'Los Angeles Dodgers', 'Seattle Mariners', 'Los Angeles Dodgers');
INSERT INTO Games VALUES(939, date '2003-7-14', date '2004-3-27', 'Baltimore Orioles', 'Los Angeles Angels', 'Baltimore Orioles');
INSERT INTO Games VALUES(940, date '2000-5-19', date '2003-8-24', 'Philadelphia Phillies', 'Cleveland Indians', 'Philadelphia Phillies');
INSERT INTO Games VALUES(941, date '2005-10-22', date '2003-9-5', 'Miami Marlins', 'Toronto Blue Jays', 'Miami Marlins');
INSERT INTO Games VALUES(942, date '2009-5-3', date '2001-9-11', 'Chicago Cubs', 'Minnesota Twins', 'Chicago Cubs');
INSERT INTO Games VALUES(943, date '2008-6-5', date '2004-1-17', 'Minnesota Twins', 'Cleveland Indians', 'Minnesota Twins');
INSERT INTO Games VALUES(944, date '2005-6-15', date '2002-2-7', 'Chicago Cubs', 'Cincinnati Reds', 'Chicago Cubs');
INSERT INTO Games VALUES(945, date '2001-12-5', date '2002-5-8', 'Miami Marlins', 'St. Louis Cardinals', 'Miami Marlins');
INSERT INTO Games VALUES(946, date '2005-11-20', date '2005-2-25', 'Seattle Mariners', 'Baltimore Orioles', 'Seattle Mariners');
INSERT INTO Games VALUES(947, date '2003-2-13', date '2002-8-27', 'Cleveland Indians', 'Washington Nationals', 'Cleveland Indians');
INSERT INTO Games VALUES(948, date '2000-2-26', date '2001-7-2', 'Kansas City Royals', 'New York Yankees', 'Kansas City Royals');
INSERT INTO Games VALUES(949, date '2008-12-15', date '2009-10-14', 'Seattle Mariners', 'Minnesota Twins', 'Seattle Mariners');
INSERT INTO Games VALUES(950, date '2009-10-6', date '2007-9-6', 'Boston Red Sox', 'Chicago Cubs', 'Boston Red Sox');
INSERT INTO Games VALUES(951, date '2008-12-2', date '2001-3-21', 'New York Yankees', 'Texas Rangers', 'New York Yankees');
INSERT INTO Games VALUES(952, date '2007-5-12', date '2006-4-18', 'Baltimore Orioles', 'Arizona Diamondbacks', 'Baltimore Orioles');
INSERT INTO Games VALUES(953, date '2000-4-16', date '2006-11-5', 'New York Mets', 'St. Louis Cardinals', 'New York Mets');
INSERT INTO Games VALUES(954, date '2001-9-12', date '2001-9-10', 'Philadelphia Phillies', 'Milwaukee Brewers', 'Philadelphia Phillies');
INSERT INTO Games VALUES(955, date '2002-7-1', date '2008-8-23', 'Colorado Rockies', 'Atlanta Braves', 'Colorado Rockies');
INSERT INTO Games VALUES(956, date '2003-9-7', date '2008-8-19', 'Kansas City Royals', 'Detroit Tigers', 'Kansas City Royals');
INSERT INTO Games VALUES(957, date '2000-7-21', date '2003-1-18', 'Chicago White Sox', 'Houston Astros', 'Chicago White Sox');
INSERT INTO Games VALUES(958, date '2006-4-26', date '2001-2-25', 'Los Angeles Dodgers', 'Tampa Bay Rays', 'Los Angeles Dodgers');
INSERT INTO Games VALUES(959, date '2005-12-17', date '2001-11-5', 'Texas Rangers', 'Toronto Blue Jays', 'Texas Rangers');
INSERT INTO Games VALUES(960, date '2009-12-25', date '2007-12-20', 'Chicago White Sox', 'Los Angeles Angels', 'Chicago White Sox');
INSERT INTO Games VALUES(961, date '2004-2-1', date '2003-7-21', 'Colorado Rockies', 'Toronto Blue Jays', 'Colorado Rockies');
INSERT INTO Games VALUES(962, date '2001-12-13', date '2001-5-19', 'Milwaukee Brewers', 'New York Mets', 'Milwaukee Brewers');
INSERT INTO Games VALUES(963, date '2008-6-18', date '2002-6-10', 'Oakland Athletics', 'Los Angeles Dodgers', 'Oakland Athletics');
INSERT INTO Games VALUES(964, date '2005-10-17', date '2006-7-11', 'San Francisco Giants', 'Boston Red Sox', 'San Francisco Giants');
INSERT INTO Games VALUES(965, date '2009-4-4', date '2005-10-22', 'Colorado Rockies', 'Philadelphia Phillies', 'Colorado Rockies');
INSERT INTO Games VALUES(966, date '2002-12-3', date '2003-6-19', 'New York Mets', 'Los Angeles Dodgers', 'New York Mets');
INSERT INTO Games VALUES(967, date '2001-5-16', date '2000-10-4', 'Seattle Mariners', 'Minnesota Twins', 'Seattle Mariners');
INSERT INTO Games VALUES(968, date '2005-2-7', date '2003-6-11', 'Texas Rangers', 'Baltimore Orioles', 'Texas Rangers');
INSERT INTO Games VALUES(969, date '2009-10-11', date '2004-6-5', 'Detroit Tigers', 'Pittsburgh Pirates', 'Detroit Tigers');
INSERT INTO Games VALUES(970, date '2003-1-14', date '2003-8-7', 'Tampa Bay Rays', 'Toronto Blue Jays', 'Tampa Bay Rays');
INSERT INTO Games VALUES(971, date '2003-2-28', date '2008-5-5', 'Atlanta Braves', 'Los Angeles Dodgers', 'Atlanta Braves');
INSERT INTO Games VALUES(972, date '2007-8-16', date '2009-8-11', 'Tampa Bay Rays', 'Atlanta Braves', 'Tampa Bay Rays');
INSERT INTO Games VALUES(973, date '2005-11-9', date '2009-5-6', 'Baltimore Orioles', 'Cincinnati Reds', 'Baltimore Orioles');
INSERT INTO Games VALUES(974, date '2002-2-10', date '2005-8-21', 'Baltimore Orioles', 'Oakland Athletics', 'Baltimore Orioles');
INSERT INTO Games VALUES(975, date '2008-8-17', date '2009-3-22', 'Houston Astros', 'Philadelphia Phillies', 'Houston Astros');
INSERT INTO Games VALUES(976, date '2003-9-27', date '2007-6-24', 'Cleveland Indians', 'Tampa Bay Rays', 'Cleveland Indians');
INSERT INTO Games VALUES(977, date '2003-7-26', date '2004-2-5', 'San Diego Padres', 'Arizona Diamondbacks', 'San Diego Padres');
INSERT INTO Games VALUES(978, date '2003-3-5', date '2009-9-23', 'Washington Nationals', 'Pittsburgh Pirates', 'Washington Nationals');
INSERT INTO Games VALUES(979, date '2008-12-3', date '2008-11-24', 'Seattle Mariners', 'Colorado Rockies', 'Seattle Mariners');
INSERT INTO Games VALUES(980, date '2007-8-20', date '2005-8-23', 'Baltimore Orioles', 'Boston Red Sox', 'Baltimore Orioles');
INSERT INTO Games VALUES(981, date '2001-7-22', date '2002-3-9', 'Washington Nationals', 'Detroit Tigers', 'Washington Nationals');
INSERT INTO Games VALUES(982, date '2008-1-13', date '2008-11-7', 'Tampa Bay Rays', 'Arizona Diamondbacks', 'Tampa Bay Rays');
INSERT INTO Games VALUES(983, date '2003-1-15', date '2005-6-5', 'Miami Marlins', 'Cincinnati Reds', 'Miami Marlins');
INSERT INTO Games VALUES(984, date '2007-5-24', date '2004-9-18', 'Baltimore Orioles', 'Chicago Cubs', 'Baltimore Orioles');
INSERT INTO Games VALUES(985, date '2007-11-26', date '2000-12-4', 'Toronto Blue Jays', 'San Francisco Giants', 'Toronto Blue Jays');
INSERT INTO Games VALUES(986, date '2005-3-5', date '2007-8-22', 'Houston Astros', 'Minnesota Twins', 'Houston Astros');
INSERT INTO Games VALUES(987, date '2000-11-8', date '2005-3-2', 'Tampa Bay Rays', 'Houston Astros', 'Tampa Bay Rays');
INSERT INTO Games VALUES(988, date '2001-9-2', date '2003-5-14', 'Kansas City Royals', 'Tampa Bay Rays', 'Kansas City Royals');
INSERT INTO Games VALUES(989, date '2009-5-1', date '2002-2-16', 'Milwaukee Brewers', 'Arizona Diamondbacks', 'Milwaukee Brewers');
INSERT INTO Games VALUES(990, date '2004-6-18', date '2002-1-28', 'Los Angeles Dodgers', 'Cincinnati Reds', 'Los Angeles Dodgers');
INSERT INTO Games VALUES(991, date '2006-11-18', date '2001-7-11', 'St. Louis Cardinals', 'Colorado Rockies', 'St. Louis Cardinals');
INSERT INTO Games VALUES(992, date '2005-11-14', date '2005-9-11', 'Miami Marlins', 'Seattle Mariners', 'Miami Marlins');
INSERT INTO Games VALUES(993, date '2007-11-15', date '2001-5-7', 'New York Yankees', 'Colorado Rockies', 'New York Yankees');
INSERT INTO Games VALUES(994, date '2003-5-6', date '2002-1-17', 'Cincinnati Reds', 'Milwaukee Brewers', 'Cincinnati Reds');
INSERT INTO Games VALUES(995, date '2003-8-21', date '2001-9-19', 'Tampa Bay Rays', 'Detroit Tigers', 'Tampa Bay Rays');
INSERT INTO Games VALUES(996, date '2008-12-24', date '2006-9-21', 'Minnesota Twins', 'St. Louis Cardinals', 'Minnesota Twins');
INSERT INTO Games VALUES(997, date '2005-9-9', date '2004-8-11', 'Los Angeles Dodgers', 'Oakland Athletics', 'Los Angeles Dodgers');
INSERT INTO Games VALUES(998, date '2003-4-19', date '2005-2-17', 'Washington Nationals', 'Boston Red Sox', 'Washington Nationals');
INSERT INTO Games VALUES(999, date '2007-11-14', date '2002-10-12', 'Tampa Bay Rays', 'San Diego Padres', 'Tampa Bay Rays');
